API_Number,Well_Name,Operator,County,Date,Formation,Oil_Prod_BBL,Gas_Prod_MCF,Water_Prod_BBL,BHP_PSI,GOR,Choke_Size
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2019-09-28,Bone Spring,14648.26,54526.56,5752.67,3759.0,3722.0,48
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2019-10-28,Bone Spring,13378.33,50256.25,5279.08,3684.0,3757.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2019-11-27,Bone Spring,12720.2,48218.35,5043.29,3611.0,3791.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2019-12-27,Bone Spring,11759.78,44979.29,4684.6,3540.0,3825.0,48
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-01-26,Bone Spring,11012.29,42496.33,4407.52,3470.0,3859.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-02-25,Bone Spring,10403.34,40501.7,4183.35,3401.0,3893.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-03-26,Bone Spring,10086.99,39614.55,4075.09,3334.0,3927.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-04-25,Bone Spring,9356.77,37066.31,3797.67,3268.0,3961.0,48
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-05-25,Bone Spring,9137.53,36509.86,3725.85,3203.0,3996.0,24
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-06-24,Bone Spring,8575.12,34555.54,3512.64,3140.0,4030.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-07-24,Bone Spring,8229.08,33442.13,3386.36,3077.0,4064.0,48
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-08-23,Bone Spring,7921.29,32461.79,3274.58,3016.0,4098.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-09-22,Bone Spring,7661.59,31659.18,3181.62,2957.0,4132.0,24
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-10-22,Bone Spring,7342.04,30589.49,3062.72,2898.0,4166.0,24
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-11-21,Bone Spring,6987.87,29352.54,2928.11,2841.0,4200.0,24
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2020-12-21,Bone Spring,6779.79,28710.03,2853.66,2785.0,4235.0,48
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-01-20,Bone Spring,6635.73,28326.59,2805.49,2729.0,4269.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-02-19,Bone Spring,6372.75,27421.62,2706.28,2675.0,4303.0,48
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-03-21,Bone Spring,6112.18,26509.14,2607.11,2622.0,4337.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-04-20,Bone Spring,5934.92,25942.99,2542.65,2570.0,4371.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-05-20,Bone Spring,5857.31,25803.76,2520.41,2520.0,4405.0,48
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-06-19,Bone Spring,5725.04,25416.61,2474.25,2470.0,4440.0,32
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-07-19,Bone Spring,5588.74,25002.36,2425.85,2421.0,4474.0,32
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-08-18,Bone Spring,5416.76,24417.95,2361.38,2373.0,4508.0,48
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-09-17,Bone Spring,5347.99,24290.56,2341.44,2326.0,4542.0,32
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-10-17,Bone Spring,5007.18,22913.62,2201.64,2280.0,4576.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-11-16,Bone Spring,4947.87,22811.18,2184.86,2235.0,4610.0,48
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2021-12-16,Bone Spring,4831.92,22441.64,2142.74,2190.0,4644.0,32
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-01-15,Bone Spring,4691.28,21948.63,2089.19,2147.0,4679.0,32
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-02-14,Bone Spring,4653.25,21929.6,2080.99,2104.0,4713.0,24
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-03-16,Bone Spring,4578.16,21732.07,2056.01,2063.0,4747.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-04-15,Bone Spring,4445.53,21254.33,2004.81,2022.0,4781.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-05-15,Bone Spring,4240.44,20418.58,1920.28,1982.0,4815.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-06-14,Bone Spring,4214.81,20439.09,1916.6,1943.0,4849.0,48
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-07-14,Bone Spring,4079.39,19921.72,1862.68,1904.0,4884.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-08-13,Bone Spring,3998.25,19662.03,1833.15,1867.0,4918.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-09-12,Bone Spring,3897.47,19299.52,1794.26,1830.0,4952.0,24
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-10-12,Bone Spring,3869.39,19292.58,1788.61,1793.0,4986.0,24
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-11-11,Bone Spring,3745.17,18801.15,1738.22,1758.0,5020.0,24
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2022-12-11,Bone Spring,3658.25,18489.73,1704.76,1723.0,5054.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-01-10,Bone Spring,3681.61,18733.54,1722.56,1689.0,5088.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-02-09,Bone Spring,3596.85,18425.06,1689.66,1655.0,5123.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-03-11,Bone Spring,3572.28,18421.2,1684.83,1623.0,5157.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-04-10,Bone Spring,3535.38,18351.64,1674.07,1591.0,5191.0,24
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-05-10,Bone Spring,3488.82,18229.09,1658.58,1559.0,5225.0,24
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-06-09,Bone Spring,3351.11,17624.03,1599.41,1528.0,5259.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-07-09,Bone Spring,3263.17,17272.98,1563.57,1498.0,5293.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-08-08,Bone Spring,3284.35,17497.21,1579.89,1468.0,5327.0,32
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-09-07,Bone Spring,3213.28,17228.36,1551.74,1439.0,5362.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-10-07,Bone Spring,3092.5,16686.38,1499.22,1411.0,5396.0,64
42-441-20014,LOVING_UNIT_103H,Chevron,Loving,2023-11-06,Bone Spring,3161.4,17166.11,1538.57,1383.0,5430.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-01-01,Wolfcamp A,69699.94,138568.97,14163.69,4500.0,1988.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-01-31,Wolfcamp A,62147.02,124788.7,12692.01,4411.0,2008.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-03-02,Wolfcamp A,53256.16,107994.98,10930.37,4324.0,2028.0,32
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-04-01,Wolfcamp A,48287.13,98878.58,9959.59,4238.0,2048.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-05-01,Wolfcamp A,42310.46,87481.18,8769.84,4154.0,2068.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-05-31,Wolfcamp A,39920.59,83333.54,8315.05,4072.0,2087.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-06-30,Wolfcamp A,35240.77,74265.1,7376.09,3991.0,2107.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-07-30,Wolfcamp A,33238.73,70706.91,6990.83,3912.0,2127.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-08-29,Wolfcamp A,30957.83,66470.33,6542.56,3835.0,2147.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-09-28,Wolfcamp A,29814.6,64608.4,6331.24,3759.0,2167.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-10-28,Wolfcamp A,27420.26,59964.99,5850.66,3684.0,2187.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-11-27,Wolfcamp A,26009.68,57397.32,5576.11,3611.0,2207.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2019-12-27,Wolfcamp A,24477.08,54501.84,5272.41,3540.0,2227.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-01-26,Wolfcamp A,23809.67,53489.12,5152.84,3470.0,2247.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-02-25,Wolfcamp A,22326.4,50600.76,4854.52,3401.0,2266.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-03-26,Wolfcamp A,20921.04,47831.57,4570.2,3334.0,2286.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-04-25,Wolfcamp A,20603.5,47515.21,4521.77,3268.0,2306.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-05-25,Wolfcamp A,19373.51,45063.79,4271.51,3203.0,2326.0,32
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-06-24,Wolfcamp A,18439.42,43257.63,4084.3,3140.0,2346.0,32
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-07-24,Wolfcamp A,17617.46,41679.63,3920.14,3077.0,2366.0,32
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-08-23,Wolfcamp A,17529.42,41819.85,3918.36,3016.0,2386.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-09-22,Wolfcamp A,17030.05,40967.06,3824.04,2957.0,2406.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-10-22,Wolfcamp A,15772.94,38256.57,3557.78,2898.0,2425.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-11-21,Wolfcamp A,15443.27,37763.99,3499.11,2841.0,2445.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2020-12-21,Wolfcamp A,14710.56,36264.74,3348.04,2785.0,2465.0,32
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-01-20,Wolfcamp A,14532.25,36114.07,3322.23,2729.0,2485.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-02-19,Wolfcamp A,14148.81,35442.47,3248.94,2675.0,2505.0,32
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-03-21,Wolfcamp A,13962.82,35254.17,3220.42,2622.0,2525.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-04-20,Wolfcamp A,13689.35,34835.84,3171.26,2570.0,2545.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-05-20,Wolfcamp A,12719.52,32620.75,2959.51,2520.0,2565.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-06-19,Wolfcamp A,12385.37,32010.0,2894.35,2470.0,2585.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-07-19,Wolfcamp A,12105.75,31528.02,2841.3,2421.0,2604.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-08-18,Wolfcamp A,12134.33,31843.68,2860.34,2373.0,2624.0,32
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-09-17,Wolfcamp A,11933.23,31553.19,2825.06,2326.0,2644.0,32
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-10-17,Wolfcamp A,11310.6,30131.73,2689.15,2280.0,2664.0,32
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-11-16,Wolfcamp A,11140.21,29899.27,2659.96,2235.0,2684.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2021-12-16,Wolfcamp A,10705.24,28944.7,2566.98,2190.0,2704.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-01-15,Wolfcamp A,10781.69,29365.75,2596.27,2147.0,2724.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-02-14,Wolfcamp A,10630.56,29165.46,2570.67,2104.0,2744.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-03-16,Wolfcamp A,10464.54,28918.01,2541.16,2063.0,2763.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-04-15,Wolfcamp A,10021.1,27891.84,2443.66,2022.0,2783.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-05-15,Wolfcamp A,10053.67,28182.36,2461.82,1982.0,2803.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-06-14,Wolfcamp A,9710.5,27413.45,2387.65,1943.0,2823.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-07-14,Wolfcamp A,9698.4,27572.09,2394.53,1904.0,2843.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-08-13,Wolfcamp A,9297.45,26617.06,2304.98,1867.0,2863.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-09-12,Wolfcamp A,9293.69,26791.06,2313.49,1830.0,2883.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-10-12,Wolfcamp A,9156.06,26576.33,2288.54,1793.0,2903.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-11-11,Wolfcamp A,8749.17,25569.23,2195.72,1758.0,2922.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2022-12-11,Wolfcamp A,8606.0,25321.92,2168.54,1723.0,2942.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-01-10,Wolfcamp A,8604.61,25488.9,2176.93,1689.0,2962.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-02-09,Wolfcamp A,8308.21,24776.06,2110.38,1655.0,2982.0,32
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-03-11,Wolfcamp A,8335.76,25023.93,2125.85,1623.0,3002.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-04-10,Wolfcamp A,8274.63,25004.95,2118.67,1591.0,3022.0,24
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-05-10,Wolfcamp A,7858.9,23904.89,2020.21,1559.0,3042.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-06-09,Wolfcamp A,7827.68,23965.56,2020.14,1528.0,3062.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-07-09,Wolfcamp A,7541.43,23239.07,1953.92,1498.0,3082.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-08-08,Wolfcamp A,7713.96,23924.09,2006.46,1468.0,3101.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-09-07,Wolfcamp A,7407.24,23120.09,1934.21,1439.0,3121.0,64
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-10-07,Wolfcamp A,7268.68,22832.11,1905.41,1411.0,3141.0,48
42-367-79225,MIDLAND_UNIT_104H,Chevron,Midland,2023-11-06,Wolfcamp A,7110.98,22478.13,1871.3,1383.0,3161.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-01-01,Wolfcamp B,68636.24,119365.46,31392.28,4500.0,1739.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-01-31,Wolfcamp B,56701.22,99595.33,26063.21,4411.0,1756.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-03-02,Wolfcamp B,46134.48,81837.25,21311.62,4324.0,1774.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-04-01,Wolfcamp B,39565.95,70873.52,18367.79,4238.0,1791.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-05-01,Wolfcamp B,34987.74,63281.16,16322.45,4154.0,1809.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-05-31,Wolfcamp B,31709.63,57903.61,14865.66,4072.0,1826.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-06-30,Wolfcamp B,28401.43,52356.58,13379.71,3991.0,1843.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-07-30,Wolfcamp B,26477.3,49270.01,12533.82,3912.0,1861.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-08-29,Wolfcamp B,24541.78,46095.13,11673.71,3835.0,1878.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-09-28,Wolfcamp B,22844.05,43303.69,10918.4,3759.0,1896.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-10-28,Wolfcamp B,20696.29,39592.26,9939.19,3684.0,1913.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-11-27,Wolfcamp B,19497.06,37637.2,9407.86,3611.0,1930.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2019-12-27,Wolfcamp B,18317.51,35678.74,8880.58,3540.0,1948.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-01-26,Wolfcamp B,17894.15,35165.33,8716.26,3470.0,1965.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-02-25,Wolfcamp B,17287.99,34274.76,8460.53,3401.0,1983.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-03-26,Wolfcamp B,15834.08,31667.66,7785.22,3334.0,2000.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-04-25,Wolfcamp B,15515.7,31300.74,7664.16,3268.0,2017.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-05-25,Wolfcamp B,15032.34,30587.05,7459.77,3203.0,2035.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-06-24,Wolfcamp B,13926.52,28579.19,6942.86,3140.0,2052.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-07-24,Wolfcamp B,13481.46,27900.3,6751.81,3077.0,2070.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-08-23,Wolfcamp B,13123.85,27388.46,6602.72,3016.0,2087.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-09-22,Wolfcamp B,12769.01,26870.01,6453.4,2957.0,2104.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-10-22,Wolfcamp B,12246.59,25983.64,6217.38,2898.0,2122.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-11-21,Wolfcamp B,11940.04,25540.88,6089.05,2841.0,2139.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2020-12-21,Wolfcamp B,11407.41,24599.93,5843.52,2785.0,2156.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-01-20,Wolfcamp B,10798.03,23473.6,5556.05,2729.0,2174.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-02-19,Wolfcamp B,10560.42,23140.73,5457.94,2675.0,2191.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-03-21,Wolfcamp B,10360.91,22883.74,5378.53,2622.0,2209.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-04-20,Wolfcamp B,10254.74,22827.58,5346.86,2570.0,2226.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-05-20,Wolfcamp B,9839.39,22074.11,5152.8,2520.0,2243.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-06-19,Wolfcamp B,9713.52,21960.65,5109.09,2470.0,2261.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-07-19,Wolfcamp B,9209.83,20982.05,4865.22,2421.0,2278.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-08-18,Wolfcamp B,8877.87,20380.18,4710.17,2373.0,2296.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-09-17,Wolfcamp B,8716.87,20162.17,4644.68,2326.0,2313.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-10-17,Wolfcamp B,8676.41,20219.48,4642.96,2280.0,2330.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-11-16,Wolfcamp B,8637.13,20278.16,4641.7,2235.0,2348.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2021-12-16,Wolfcamp B,8420.97,19917.09,4544.78,2190.0,2365.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-01-15,Wolfcamp B,7962.0,18970.02,4315.29,2147.0,2383.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-02-14,Wolfcamp B,7822.62,18774.0,4257.64,2104.0,2400.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-03-16,Wolfcamp B,7583.55,18332.12,4144.86,2063.0,2417.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-04-15,Wolfcamp B,7430.96,18092.48,4078.45,2022.0,2435.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-05-15,Wolfcamp B,7414.96,18182.48,4086.63,1982.0,2452.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-06-14,Wolfcamp B,7135.7,17621.8,3949.04,1943.0,2470.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-07-14,Wolfcamp B,7010.63,17434.85,3895.85,1904.0,2487.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-08-13,Wolfcamp B,7123.25,17838.81,3974.73,1867.0,2504.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-09-12,Wolfcamp B,6825.85,17212.74,3824.39,1830.0,2522.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-10-12,Wolfcamp B,6933.27,17604.2,3900.43,1793.0,2539.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-11-11,Wolfcamp B,6646.31,16991.17,3754.2,1758.0,2556.0,24
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2022-12-11,Wolfcamp B,6526.92,16799.44,3701.68,1723.0,2574.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-01-10,Wolfcamp B,6361.3,16483.81,3622.3,1689.0,2591.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-02-09,Wolfcamp B,6245.41,16292.1,3570.59,1655.0,2609.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-03-11,Wolfcamp B,6245.38,16400.66,3584.86,1623.0,2626.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-04-10,Wolfcamp B,6134.85,16217.09,3535.45,1591.0,2643.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-05-10,Wolfcamp B,6053.46,16107.21,3502.38,1559.0,2661.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-06-09,Wolfcamp B,5864.14,15705.45,3406.26,1528.0,2678.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-07-09,Wolfcamp B,5803.95,15645.17,3384.57,1498.0,2696.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-08-08,Wolfcamp B,5878.43,15948.17,3441.44,1468.0,2713.0,64
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-09-07,Wolfcamp B,5743.9,15683.1,3375.82,1439.0,2730.0,32
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-10-07,Wolfcamp B,5527.73,15188.99,3261.41,1411.0,2748.0,48
42-478-60569,WARD_UNIT_105H,Chevron,Ward,2023-11-06,Wolfcamp B,5596.22,15474.51,3314.62,1383.0,2765.0,24
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-01-01,Wolfcamp B,30256.17,120033.91,14446.04,4500.0,3967.0,48
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-01-31,Wolfcamp B,27057.63,108417.94,12983.46,4411.0,4007.0,32
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-03-02,Wolfcamp B,23452.8,94904.05,11309.69,4324.0,4047.0,48
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-04-01,Wolfcamp B,21016.12,85877.55,10184.82,4238.0,4086.0,32
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-05-01,Wolfcamp B,18999.75,78391.9,9253.0,4154.0,4126.0,24
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-05-31,Wolfcamp B,17084.19,71166.18,8360.9,4072.0,4166.0,24
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-06-30,Wolfcamp B,15638.19,65763.11,7690.57,3991.0,4205.0,64
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-07-30,Wolfcamp B,14407.89,61160.95,7119.93,3912.0,4245.0,48
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-08-29,Wolfcamp B,13278.12,56891.89,6593.33,3835.0,4285.0,32
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-09-28,Wolfcamp B,12195.51,52737.13,6084.87,3759.0,4324.0,64
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-10-28,Wolfcamp B,11224.99,48985.64,5627.43,3684.0,4364.0,64
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-11-27,Wolfcamp B,10744.85,47316.6,5412.37,3611.0,4404.0,48
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2019-12-27,Wolfcamp B,9911.76,44041.18,5016.39,3540.0,4443.0,64
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2020-01-26,Wolfcamp B,9631.75,43179.1,4897.67,3470.0,4483.0,24
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2020-02-25,Wolfcamp B,8980.62,40616.39,4588.02,3401.0,4523.0,48
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2020-03-26,Wolfcamp B,8412.15,38379.09,4317.68,3334.0,4562.0,32
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2020-04-25,Wolfcamp B,8219.66,37826.97,4238.5,3268.0,4602.0,32
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2020-05-25,Wolfcamp B,7652.46,35520.34,3964.29,3203.0,4642.0,64
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2020-06-24,Wolfcamp B,7392.21,34605.6,3847.12,3140.0,4681.0,32
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2020-07-24,Wolfcamp B,6953.93,32829.71,3635.62,3077.0,4721.0,32
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2020-08-23,Wolfcamp B,6561.98,31239.67,3446.38,3016.0,4761.0,32
42-378-12693,EDDY_UNIT_106H,Occidental,Eddy,2020-09-22,Wolfcamp B,6316.85,30323.28,3332.71,2957.0,4800.0,32
